,date,testY0,testY1
450,2020-05-26,0.038572975,0.04003057
451,2020-05-27,0.04003057,0.042280644
452,2020-05-28,0.042280644,0.042522624
453,2020-05-29,0.042522624,0.04700195
454,2020-05-30,0.04700195,0.044632822
455,2020-05-31,0.044632822,0.047971077
456,2020-06-01,0.047971077,0.045945935
457,2020-06-02,0.045945935,0.04735753
458,2020-06-03,0.04735753,0.047439612
459,2020-06-04,0.047439612,0.04678315
460,2020-06-05,0.04678315,0.04689502
461,2020-06-06,0.04689502,0.04756686
462,2020-06-07,0.04756686,0.047857404
463,2020-06-08,0.047857404,0.04751403
464,2020-06-09,0.04751403,0.048060603
465,2020-06-10,0.048060603,0.04482442
466,2020-06-11,0.04482442,0.04598789
467,2020-06-12,0.04598789,0.04631678
468,2020-06-13,0.04631678,0.045296796
469,2020-06-14,0.045296796,0.044472262
470,2020-06-15,0.044472262,0.045386016
471,2020-06-16,0.045386016,0.045082927
472,2020-06-17,0.045082927,0.044858918
473,2020-06-18,0.044858918,0.04383885
474,2020-06-19,0.04383885,0.044260934
475,2020-06-20,0.044260934,0.044201016
476,2020-06-21,0.044201016,0.047036596
477,2020-06-22,0.047036596,0.047381446
478,2020-06-23,0.047381446,0.045595802
479,2020-06-24,0.045595802,0.045098893
480,2020-06-25,0.045098893,0.044385783
481,2020-06-26,0.044385783,0.042992353
482,2020-06-27,0.042992353,0.043514654
483,2020-06-28,0.043514654,0.04409054
484,2020-06-29,0.04409054,0.043676466
485,2020-06-30,0.043676466,0.0446684
486,2020-07-01,0.0446684,0.04431344
487,2020-07-02,0.04431344,0.043479457
488,2020-07-03,0.043479457,0.04418298
489,2020-07-04,0.04418298,0.04398586
490,2020-07-05,0.04398586,0.046853594
491,2020-07-06,0.046853594,0.046307027
492,2020-07-07,0.046307027,0.047909595
493,2020-07-08,0.047909595,0.047220275
494,2020-07-09,0.047220275,0.046727374
495,2020-07-10,0.046727374,0.04640945
496,2020-07-11,0.04640945,0.046966158
497,2020-07-12,0.046966158,0.04643994
498,2020-07-13,0.04643994,0.046566315
499,2020-07-14,0.046566315,0.04619401
500,2020-07-15,0.04619401,0.045251235
501,2020-07-16,0.045251235,0.04501889
502,2020-07-17,0.04501889,0.045579568
503,2020-07-18,0.045579568,0.046220608
504,2020-07-19,0.046220608,0.045783766
505,2020-07-20,0.045783766,0.047583178
506,2020-07-21,0.047583178,0.05114299
507,2020-07-22,0.05114299,0.053699017
508,2020-07-23,0.053699017,0.054654777
509,2020-07-24,0.054654777,0.059860677
510,2020-07-25,0.059860677,0.060978107
511,2020-07-26,0.060978107,0.063649185
512,2020-07-27,0.063649185,0.06244394
513,2020-07-28,0.06244394,0.06275553
514,2020-07-29,0.06275553,0.0662609
515,2020-07-30,0.0662609,0.06857453
516,2020-07-31,0.06857453,0.07674105
517,2020-08-01,0.07674105,0.07364794
518,2020-08-02,0.07364794,0.07708613
519,2020-08-03,0.07708613,0.07768451
520,2020-08-04,0.07768451,0.080209345
521,2020-08-05,0.080209345,0.078825876
522,2020-08-06,0.078825876,0.07560012
523,2020-08-07,0.07560012,0.07809311
524,2020-08-08,0.07809311,0.07784706
525,2020-08-09,0.07784706,0.07896846
526,2020-08-10,0.07896846,0.07575107
527,2020-08-11,0.07575107,0.07802972
528,2020-08-12,0.07802972,0.086067386
529,2020-08-13,0.086067386,0.087573946
530,2020-08-14,0.087573946,0.0867619
531,2020-08-15,0.0867619,0.08692593
532,2020-08-16,0.08692593,0.08608596
533,2020-08-17,0.08608596,0.08482258
534,2020-08-18,0.08482258,0.08122017
535,2020-08-19,0.08122017,0.08330556
536,2020-08-20,0.08330556,0.07748079
537,2020-08-21,0.07748079,0.07902786
538,2020-08-22,0.07902786,0.07811764
539,2020-08-23,0.07811764,0.08155018
540,2020-08-24,0.08155018,0.07661488
541,2020-08-25,0.07661488,0.07703463
542,2020-08-26,0.07703463,0.076193415
543,2020-08-27,0.076193415,0.07894487
544,2020-08-28,0.07894487,0.07989536
545,2020-08-29,0.07989536,0.08569096
546,2020-08-30,0.08569096,0.087244876
547,2020-08-31,0.087244876,0.0960986
548,2020-09-01,0.0960986,0.08825936
549,2020-09-02,0.08825936,0.07700062
550,2020-09-03,0.07700062,0.07739022
551,2020-09-04,0.07739022,0.06635808
552,2020-09-05,0.06635808,0.070127465
553,2020-09-06,0.070127465,0.06998404
554,2020-09-07,0.06998404,0.06684576
555,2020-09-08,0.06684576,0.06965848
556,2020-09-09,0.06965848,0.073196664
557,2020-09-10,0.073196664,0.07456965
558,2020-09-11,0.07456965,0.0771699
559,2020-09-12,0.0771699,0.072669454
560,2020-09-13,0.072669454,0.07510548
561,2020-09-14,0.07510548,0.07251728
562,2020-09-15,0.07251728,0.0727199
563,2020-09-16,0.0727199,0.07755224
564,2020-09-17,0.07755224,0.076583
565,2020-09-18,0.076583,0.07682867
566,2020-09-19,0.07682867,0.07381113
567,2020-09-20,0.07381113,0.06771697
568,2020-09-21,0.06771697,0.06828275
569,2020-09-22,0.06828275,0.063302435
570,2020-09-23,0.063302435,0.06929338
571,2020-09-24,0.06929338,0.069877505
572,2020-09-25,0.069877505,0.07046125
573,2020-09-26,0.07046125,0.070951924
574,2020-09-27,0.070951924,0.070458174
575,2020-09-28,0.070458174,0.071502
576,2020-09-29,0.071502,0.07151428
577,2020-09-30,0.07151428,0.07010019
578,2020-10-01,0.07010019,0.06864417
579,2020-10-02,0.06864417,0.068703145
580,2020-10-03,0.068703145,0.069963
581,2020-10-04,0.069963,0.07025074
582,2020-10-05,0.07025074,0.06751492
583,2020-10-06,0.06751492,0.06772168
584,2020-10-07,0.06772168,0.06958687
585,2020-10-08,0.06958687,0.07267372
586,2020-10-09,0.07267372,0.07379338
587,2020-10-10,0.07379338,0.07466262
588,2020-10-11,0.07466262,0.077284046
589,2020-10-12,0.077284046,0.07592227
590,2020-10-13,0.07592227,0.07556677
591,2020-10-14,0.07556677,0.0751415
592,2020-10-15,0.0751415,0.07280667
593,2020-10-16,0.07280667,0.07334997
594,2020-10-17,0.07334997,0.075302735
595,2020-10-18,0.075302735,0.07566089
596,2020-10-19,0.07566089,0.07341228
597,2020-10-20,0.07341228,0.07821227
598,2020-10-21,0.07821227,0.08270681
599,2020-10-22,0.08270681,0.08178952
600,2020-10-23,0.08178952,0.08247888
601,2020-10-24,0.08247888,0.08112074
602,2020-10-25,0.08112074,0.07852005
603,2020-10-26,0.07852005,0.080541275
604,2020-10-27,0.080541275,0.07753211
605,2020-10-28,0.07753211,0.07706859
606,2020-10-29,0.07706859,0.076391704
607,2020-10-30,0.076391704,0.077031516
608,2020-10-31,0.077031516,0.07884194
609,2020-11-01,0.07884194,0.07650854
610,2020-11-02,0.07650854,0.07714488
611,2020-11-03,0.07714488,0.080202594
612,2020-11-04,0.080202594,0.08275232
613,2020-11-05,0.08275232,0.09118041
614,2020-11-06,0.09118041,0.08735019
615,2020-11-07,0.08735019,0.09100855
616,2020-11-08,0.09100855,0.08914445
617,2020-11-09,0.08914445,0.09016201
618,2020-11-10,0.09016201,0.0928441
619,2020-11-11,0.0928441,0.09248878
620,2020-11-12,0.09248878,0.095353566
621,2020-11-13,0.095353566,0.09244572
622,2020-11-14,0.09244572,0.089810416
623,2020-11-15,0.089810416,0.092340015
624,2020-11-16,0.092340015,0.096712165
625,2020-11-17,0.096712165,0.096411765
626,2020-11-18,0.096411765,0.0946722
627,2020-11-19,0.0946722,0.10269337
628,2020-11-20,0.10269337,0.111057736
629,2020-11-21,0.111057736,0.11400138
630,2020-11-22,0.11400138,0.12301235
631,2020-11-23,0.12301235,0.122021645
632,2020-11-24,0.122021645,0.11567951
633,2020-11-25,0.11567951,0.10441647
634,2020-11-26,0.10441647,0.10411718
635,2020-11-27,0.10411718,0.10853969
636,2020-11-28,0.10853969,0.11611719
637,2020-11-29,0.11611719,0.124657825
638,2020-11-30,0.124657825,0.119401164
639,2020-12-01,0.119401164,0.1211793
640,2020-12-02,0.1211793,0.12500495
641,2020-12-03,0.12500495,0.11556598
642,2020-12-04,0.11556598,0.12062433
643,2020-12-05,0.12062433,0.12188314
644,2020-12-06,0.12188314,0.11989185
645,2020-12-07,0.11989185,0.11205162
646,2020-12-08,0.11205162,0.11600547
647,2020-12-09,0.11600547,0.11330216
648,2020-12-10,0.11330216,0.11032638
649,2020-12-11,0.11032638,0.11486109
650,2020-12-12,0.11486109,0.11938675
651,2020-12-13,0.11938675,0.11848667
652,2020-12-14,0.11848667,0.11927633
653,2020-12-15,0.11927633,0.12907614
654,2020-12-16,0.12907614,0.13069491
655,2020-12-17,0.13069491,0.1326479
656,2020-12-18,0.1326479,0.13379905
657,2020-12-19,0.13379905,0.1298453
658,2020-12-20,0.1298453,0.1238258
659,2020-12-21,0.1238258,0.12860073
660,2020-12-22,0.12860073,0.1187924
661,2020-12-23,0.1187924,0.12415475
662,2020-12-24,0.12415475,0.12704828
663,2020-12-25,0.12704828,0.12895107
664,2020-12-26,0.12895107,0.13945542
