,date,Yhat0,Yhat1
436,2020-09-11,0.07308945,0.07284576
437,2020-09-12,0.07582638,0.075459994
438,2020-09-13,0.07826956,0.07775559
439,2020-09-14,0.07744359,0.07713545
440,2020-09-15,0.07745096,0.07694996
441,2020-09-16,0.07607938,0.075748935
442,2020-09-17,0.07635047,0.07582398
443,2020-09-18,0.07766179,0.07728385
444,2020-09-19,0.07881359,0.078728385
445,2020-09-20,0.08018031,0.07956516
446,2020-09-21,0.0785932,0.078012645
447,2020-09-22,0.074652955,0.0743683
448,2020-09-23,0.0722672,0.0716278
449,2020-09-24,0.069000624,0.06846019
450,2020-09-25,0.06991015,0.069028035
451,2020-09-26,0.070777774,0.07020472
452,2020-09-27,0.07261637,0.07173502
453,2020-09-28,0.07266174,0.07187243
454,2020-09-29,0.07266411,0.072194144
455,2020-09-30,0.07311979,0.072857544
456,2020-10-01,0.07383879,0.07330882
457,2020-10-02,0.07335805,0.072925456
458,2020-10-03,0.072438024,0.07180674
459,2020-10-04,0.07188013,0.07067621
460,2020-10-05,0.07168109,0.07033344
461,2020-10-06,0.07090671,0.07029832
462,2020-10-07,0.07005144,0.069725975
463,2020-10-08,0.07009398,0.06949649
464,2020-10-09,0.070439555,0.06984841
465,2020-10-10,0.072853066,0.07221454
466,2020-10-11,0.07492472,0.07426614
467,2020-10-12,0.076488525,0.075520545
468,2020-10-13,0.077651314,0.077036925
469,2020-10-14,0.07774545,0.07767177
470,2020-10-15,0.078600995,0.07808644
471,2020-10-16,0.07770729,0.07712624
472,2020-10-17,0.07675493,0.07616214
473,2020-10-18,0.075989656,0.07476716
474,2020-10-19,0.076312274,0.074679606
475,2020-10-20,0.07542045,0.07490308
476,2020-10-21,0.07524819,0.075074054
477,2020-10-22,0.07822238,0.077736326
478,2020-10-23,0.08117511,0.08126271
479,2020-10-24,0.08432287,0.08396531
480,2020-10-25,0.08538069,0.08434303
481,2020-10-26,0.08428456,0.082993194
482,2020-10-27,0.08145189,0.08115867
483,2020-10-28,0.0810255,0.08095312
484,2020-10-29,0.08122656,0.080986574
485,2020-10-30,0.08052586,0.0797787
486,2020-10-31,0.07930459,0.07867951
487,2020-11-01,0.07891206,0.07824923
488,2020-11-02,0.08033537,0.07901953
489,2020-11-03,0.078630075,0.078354366
490,2020-11-04,0.078453586,0.07836702
491,2020-11-05,0.0808259,0.08035292
492,2020-11-06,0.08303019,0.082819216
493,2020-11-07,0.08849105,0.08824376
494,2020-11-08,0.09049758,0.09060458
495,2020-11-09,0.09354466,0.09229053
496,2020-11-10,0.09186744,0.091381736
497,2020-11-11,0.09154827,0.09147617
498,2020-11-12,0.09373332,0.093552426
499,2020-11-13,0.09463104,0.09477584
500,2020-11-14,0.09679755,0.09656607
501,2020-11-15,0.09670767,0.096113615
502,2020-11-16,0.09491935,0.09392011
503,2020-11-17,0.093195155,0.09274711
504,2020-11-18,0.09478272,0.09513778
505,2020-11-19,0.09799785,0.0982478
506,2020-11-20,0.09910019,0.09889009
507,2020-11-21,0.1018135,0.101377726
508,2020-11-22,0.10648875,0.1067442
509,2020-11-23,0.113767885,0.11390515
510,2020-11-24,0.12106891,0.12146551
511,2020-11-25,0.12444021,0.1251456
512,2020-11-26,0.12360995,0.12376765
513,2020-11-27,0.11646474,0.11652445
514,2020-11-28,0.11042151,0.11032491
515,2020-11-29,0.11045743,0.10949722
516,2020-11-30,0.11390706,0.11326219
517,2020-12-01,0.11939008,0.119767494
518,2020-12-02,0.1221488,0.12325556
519,2020-12-03,0.12539151,0.12520333
520,2020-12-04,0.12643288,0.12620132
521,2020-12-05,0.123137325,0.12360776
522,2020-12-06,0.12336388,0.12265015
523,2020-12-07,0.12261825,0.122014396
524,2020-12-08,0.122317046,0.122541405
525,2020-12-09,0.11876768,0.11938979
526,2020-12-10,0.11915488,0.11898147
527,2020-12-11,0.11712332,0.11757443
528,2020-12-12,0.116735294,0.11672012
529,2020-12-13,0.11707755,0.116412655
530,2020-12-14,0.119095825,0.11849134
531,2020-12-15,0.12003998,0.120138235
532,2020-12-16,0.12111102,0.12140457
533,2020-12-17,0.12591426,0.1260884
534,2020-12-18,0.13024479,0.13119745
535,2020-12-19,0.13502999,0.13541344
536,2020-12-20,0.13737313,0.13742203
537,2020-12-21,0.13579226,0.13575956
538,2020-12-22,0.13221669,0.13227293
539,2020-12-23,0.12987198,0.13035852
540,2020-12-24,0.12709175,0.12739938
541,2020-12-25,0.12727076,0.12695473
542,2020-12-26,0.12741794,0.12717761
