,date,close,high,low,open,NVT
128,2017-07-07,240.37000000000003,240.518,237.56000000000003,238.49400000000003,10.221080922418004
129,2017-07-08,245.144,245.144,240.534,240.534,12.431362187316203
130,2017-07-09,237.334,240.548,237.07200000000003,240.548,27.154022252177064
131,2017-07-10,207.002,209.858,190.956,202.446,8.729517684679083
132,2017-07-11,191.306,193.868,191.306,193.816,7.259287761396267
133,2017-07-12,224.324,224.324,218.91,220.89,7.279915552131395
134,2017-07-13,205.724,207.88,204.378,205.314,4.302681163353376
135,2017-07-14,197.876,199.49400000000003,194.992,194.992,3.7177672391132126
136,2017-07-15,168.78799999999998,175.91400000000004,168.78799999999998,175.91400000000004,3.804659445891665
137,2017-07-16,154.246,158.006,152.618,157.708,3.650431706879575
138,2017-07-17,190.574,190.574,187.094,188.682,4.072079016194554
139,2017-07-18,226.992,231.93400000000003,223.248,225.11,3.5213430786014044
140,2017-07-19,193.944,195.748,190.004,195.162,4.002595921059037
141,2017-07-20,229.086,229.086,219.31,221.334,4.537877406865424
142,2017-07-21,217.348,219.02,215.56,219.02,4.448410514710091
143,2017-07-22,232.022,233.838,231.73,233.664,20.444723406635127
144,2017-07-23,229.436,229.436,226.818,226.818,13.462210959904864
145,2017-07-24,225.91,226.06,225.396,225.91800000000003,4.476508053103974
146,2017-07-25,203.678,205.844,199.036,199.036,4.040476833585194
147,2017-07-26,202.526,203.228,201.064,201.864,4.939625600861511
148,2017-07-27,202.856,205.09,202.352,205.09,4.444344629813394
149,2017-07-28,191.278,191.95,191.132,191.31,3.830761642655778
150,2017-07-29,205.582,207.82,200.106,200.106,4.229684913541167
151,2017-07-30,195.656,196.052,194.67,195.81,6.591891094384055
152,2017-07-31,201.33,201.33,200.028,201.036,10.720792057710868
153,2017-08-01,225.752,226.898,222.87,223.966,9.8348006000328
154,2017-08-02,217.696,217.772,216.692,217.772,10.473570950053638
155,2017-08-03,224.038,224.242,223.76400000000004,223.886,12.384352076770124
156,2017-08-04,219.094,221.606,219.094,221.606,12.033383612100137
157,2017-08-05,253.46,253.46,247.448,247.978,10.2927218428154
158,2017-08-06,264.314,268.29400000000004,263.86800000000005,268.29400000000004,10.833586619865368
159,2017-08-07,269.48,269.91200000000003,267.936,267.936,9.592135865311258
160,2017-08-08,296.17400000000004,296.17400000000004,293.476,295.416,8.57862287824279
161,2017-08-09,295.238,298.236,295.096,295.096,8.465040492678067
162,2017-08-10,298.73400000000004,301.91,298.73400000000004,301.8880000000001,4.050795125732256
163,2017-08-11,308.838,309.39,307.252,307.772,2.020609260122946
164,2017-08-12,307.754,308.932,306.082,306.4480000000001,3.391983362832765
165,2017-08-13,295.446,296.672,295.446,296.092,3.093049124743318
166,2017-08-14,298.474,299.39400000000006,297.708,297.708,3.887454482461684
167,2017-08-15,286.27200000000005,286.27200000000005,284.716,284.9600000000001,4.866681412282595
168,2017-08-16,300.91,300.91,300.91,300.91,6.123539226263567
169,2017-08-17,300.958,302.5680000000001,300.942,301.816,6.272238988899988
170,2017-08-18,292.32,294.49,290.564,294.49,6.053304015679361
171,2017-08-19,293.0900000000001,293.986,292.99,292.99,8.01005360667162
172,2017-08-20,297.186,297.87,295.716,296.45,9.335602249760928
173,2017-08-21,320.056,322.512,316.54600000000005,320.13199999999995,7.58897248701249
174,2017-08-22,314.272,315.812,313.238,315.812,8.301252264032149
175,2017-08-23,317.738,317.746,317.11400000000003,317.11400000000003,7.231911187141339
176,2017-08-24,324.65,324.97,322.446,324.448,7.9527208621240595
177,2017-08-25,331.33,332.124,331.33,332.124,9.120668305899205
178,2017-08-26,331.33,331.33,331.33,331.33,17.62091275576306
179,2017-08-27,347.066,347.066,341.75,341.75,4.821365434806476
180,2017-08-28,348.026,348.026,346.826,346.9,3.358397925911097
181,2017-08-29,372.562,373.992,372.562,373.984,4.498846779916081
182,2017-08-30,384.012,386.224,384.012,385.2120000000001,2.6494019093341934
183,2017-08-31,388.35,388.35,387.832,388.324,5.744343864236497
184,2017-09-01,392.138,392.138,391.562,391.562,6.091833086393682
185,2017-09-02,353.48800000000006,353.48800000000006,342.612,342.612,6.912943835962071
186,2017-09-03,352.09400000000005,352.218,350.0,350.0,8.953731184180098
187,2017-09-04,300.408,304.92,300.22,304.92,5.878241597490182
188,2017-09-05,317.3,324.178,316.35200000000003,322.248,6.0896886147821165
189,2017-09-06,339.124,339.2879999999999,336.9500000000001,337.7700000000001,5.937829342746589
190,2017-09-07,335.0300000000001,336.13199999999995,334.946,335.146,8.287281291995638
191,2017-09-08,307.548,311.8,306.75,308.64399999999995,7.178627080418545
192,2017-09-09,303.008,305.516,303.008,304.7920000000001,4.810604402738482
193,2017-09-10,299.87,304.078,298.608,303.654,5.577023370239846
194,2017-09-11,298.29400000000004,298.366,297.7879999999999,298.366,6.35571669344808
195,2017-09-12,294.332,296.42999999999995,292.73400000000004,296.42999999999995,6.280088817610711
196,2017-09-13,275.996,279.702,275.836,279.594,9.828586012639574
197,2017-09-14,223.224,230.24400000000003,222.908,230.24400000000003,6.37898510720324
198,2017-09-15,258.48,261.008,256.224,261.008,5.372689465885102
199,2017-09-16,255.20600000000005,256.874,255.13,256.37,9.992823175868889
200,2017-09-17,260.016,262.22,259.508,262.22,7.99529846464896
201,2017-09-18,297.574,297.574,294.39,294.39,5.160947212518378
202,2017-09-19,283.466,286.41,283.466,283.72,6.442478811024415
203,2017-09-20,283.12,288.17400000000004,283.12,288.17400000000004,9.944363278585037
204,2017-09-21,258.594,260.55400000000003,257.008,260.55400000000003,10.278445857255065
205,2017-09-22,263.38,263.83,263.38,263.83,11.340150791042923
206,2017-09-23,285.74799999999993,286.244,282.124,282.124,12.781935497622303
207,2017-09-24,282.878,287.74,282.398,287.74,14.533212191424118
208,2017-09-25,293.838,294.748,293.7100000000001,294.748,11.471077910759789
209,2017-09-26,288.67999999999995,288.89,288.336,288.336,11.14530232567926
210,2017-09-27,309.878,311.0420000000001,309.878,309.886,10.533829576400873
211,2017-09-28,302.41600000000005,303.25,300.958,301.092,9.910269980954066
212,2017-09-29,293.24,293.24,293.24,293.24,11.62676716241967
213,2017-09-30,301.284,301.31,301.216,301.216,14.860263960011835
214,2017-10-01,302.608,302.996,302.5100000000001,302.996,21.21947080473641
215,2017-10-02,296.22,296.22,295.52,295.55,13.531590549275707
216,2017-10-03,291.502,291.502,291.01,291.048,4.226756705872118
217,2017-10-04,291.476,291.73,291.47,291.606,6.382643007047764
218,2017-10-05,294.28,296.90400000000005,294.192,296.90400000000005,10.134620511159696
219,2017-10-06,305.57,305.57,304.656,304.656,10.12262988359256
220,2017-10-07,311.816,312.992,311.45399999999995,312.992,12.712683294086752
221,2017-10-08,308.81,309.036,308.81,308.886,11.216452418612072
222,2017-10-09,296.036,297.0680000000001,294.742,297.034,9.237202559711571
223,2017-10-10,298.466,298.672,297.67,297.986,8.612553205793862
224,2017-10-11,302.494,302.494,301.908,301.96400000000006,9.724462771669767
225,2017-10-12,302.584,304.708,302.426,304.708,8.751561187661856
226,2017-10-13,336.696,336.89,335.8880000000001,336.7800000000001,6.85610981783328
227,2017-10-14,338.122,343.0200000000001,335.52,343.0200000000001,9.503707564796397
228,2017-10-15,336.34599999999995,338.028,334.682,338.028,10.346280475244363
229,2017-10-16,333.31,336.372,333.01800000000003,335.69800000000004,12.845512501419645
230,2017-10-17,316.19,317.32,310.35,310.35,8.579150442404552
231,2017-10-18,313.80800000000005,314.532,310.894,312.918,6.520014197663967
232,2017-10-19,308.006,308.822,308.006,308.752,7.6996309409652355
233,2017-10-20,303.862,304.58399999999995,303.106,303.106,8.384824833176339
234,2017-10-21,299.446,300.628,299.098,300.61,9.12917366297012
235,2017-10-22,294.322,294.61800000000005,293.1260000000001,293.134,10.293413437793138
236,2017-10-23,285.226,285.726,284.776,284.88,7.447184931127061
237,2017-10-24,296.348,298.016,295.962,295.998,7.607384429338058
238,2017-10-25,296.842,298.506,296.688,296.688,9.376035625800135
239,2017-10-26,296.06,296.4260000000001,295.678,295.678,9.798859927890163
240,2017-10-27,296.6280000000001,296.6280000000001,295.71400000000006,296.058,9.25763269741758
241,2017-10-28,294.298,294.46400000000006,294.298,294.46400000000006,7.583094531920599
242,2017-10-29,303.05,305.58,303.05,305.58,8.307490977510101
243,2017-10-30,306.434,306.434,304.92,305.068,8.820371873474022
244,2017-10-31,303.622,305.822,303.622,305.23,8.31666708820482
245,2017-11-01,289.79,293.086,289.262,293.086,6.823804084232883
246,2017-11-02,284.722,285.834,282.872,285.28,6.08010946906984
247,2017-11-03,305.408,306.67,304.37,304.37,7.682559129394561
248,2017-11-04,300.324,300.324,298.516,298.7920000000001,11.309994247976416
249,2017-11-05,296.368,296.774,295.11400000000003,295.772,12.03756602708044
250,2017-11-06,297.538,298.6140000000001,297.052,298.034,9.912983222403696
251,2017-11-07,292.322,292.322,291.01,292.0,12.004525347254276
252,2017-11-08,308.226,309.99,308.226,309.11800000000005,8.448331239375204
253,2017-11-09,320.61,320.698,317.824,318.226,5.187446776557654
254,2017-11-10,298.012,300.746,298.012,300.746,7.070849479370617
255,2017-11-11,313.958,317.298,313.772,316.028,7.637365762321118
256,2017-11-12,306.72,307.67400000000004,305.736,305.736,5.561057376656866
257,2017-11-13,314.964,315.778,314.13,314.274,8.531155769025808
258,2017-11-14,335.134,335.408,331.598,332.92,8.764280186751563
259,2017-11-15,331.51199999999994,331.716,329.232,329.67800000000005,5.751451137632185
260,2017-11-16,330.4,330.66600000000005,329.076,330.36,6.2562737307644944
261,2017-11-17,331.546,332.786,331.546,332.46,6.214669310533178
262,2017-11-18,346.422,348.9740000000001,345.896,347.53,7.502461462982765
263,2017-11-19,355.112,358.858,354.922,358.858,7.56301810683884
264,2017-11-20,368.332,371.762,368.332,371.762,5.7054532920930825
265,2017-11-21,360.91,362.76200000000006,360.11800000000005,360.11800000000005,5.858819095212504
266,2017-11-22,380.768,381.134,378.014,378.014,5.757107840725941
267,2017-11-23,408.346,423.66,408.346,423.66,5.941179362156826
268,2017-11-24,470.402,477.2780000000001,462.184,462.184,6.965647515778844
269,2017-11-25,465.656,469.078,464.852,469.078,5.945759544138485
270,2017-11-26,469.4380000000001,470.324,468.42800000000005,468.42800000000005,6.136290008512947
271,2017-11-27,477.278,478.042,476.974,477.042,4.863568838076351
272,2017-11-28,468.08600000000007,468.356,467.27199999999993,468.156,3.963666275497772
273,2017-11-29,435.2600000000001,445.862,435.20200000000006,445.862,3.48350275333444
274,2017-11-30,437.386,444.266,437.386,437.67,3.725927738292189
275,2017-12-01,463.474,463.474,458.422,461.908,4.511709972764222
276,2017-12-02,457.13,460.79,456.842,460.376,4.288497393044703
277,2017-12-03,463.95,463.95,458.634,459.662,4.5349106433879305
278,2017-12-04,467.45200000000006,467.45200000000006,464.876,464.898,4.669958969855091
279,2017-12-05,459.64,459.896,458.256,459.89400000000006,9.78193285511201
280,2017-12-06,420.964,423.538,415.16,415.16,6.766166622958241
281,2017-12-07,424.266,426.098,421.168,422.94,8.839828796418656
282,2017-12-08,452.798,454.304,451.234,453.126,10.672897791776045
283,2017-12-09,473.458,478.044,472.116,474.71400000000006,15.014453971919682
284,2017-12-10,440.53,447.71400000000006,438.932,447.71400000000006,15.1135701511486
285,2017-12-11,513.5620000000001,516.622,480.712,480.712,14.691638995556588
286,2017-12-12,672.4460000000001,675.3979999999998,633.6600000000002,633.6600000000002,7.418868172680981
287,2017-12-13,702.382,704.5880000000001,693.4680000000001,694.3119999999999,9.157010159388744
288,2017-12-14,698.1260000000001,698.1260000000001,692.4060000000001,693.948,7.951871971461186
289,2017-12-15,688.5360000000002,688.5360000000002,685.054,687.2459999999999,9.54842876911716
290,2017-12-16,697.1659999999998,697.5840000000002,689.552,692.8639999999999,11.797157870100875
291,2017-12-17,721.3140000000002,727.3299999999998,718.7700000000002,726.466,11.956531916301214
292,2017-12-18,787.1879999999999,792.3900000000001,779.462,785.432,11.115169492109615
293,2017-12-19,819.8640000000001,822.6359999999999,804.168,804.168,8.563105568323751
294,2017-12-20,802.45,802.45,786.3639999999999,788.324,7.412396996699226
295,2017-12-21,796.2239999999998,796.3299999999998,792.28,795.918,7.288186631706667
296,2017-12-22,676.2479999999998,730.0139999999999,661.268,730.0139999999999,6.736482396545324
297,2017-12-23,718.8040000000002,736.7359999999999,711.8960000000001,734.59,10.148191014343494
298,2017-12-24,689.0219999999999,689.0219999999999,674.628,674.628,13.004238799917989
299,2017-12-25,730.048,734.67,730.048,730.096,15.424929275588037
300,2017-12-26,754.47,754.47,746.452,747.22,10.91292525018282
301,2017-12-27,740.1940000000002,741.9979999999998,737.4739999999998,738.3620000000002,9.52920987073915
302,2017-12-28,721.238,721.238,711.182,713.038,7.652992504202465
303,2017-12-29,744.966,748.3059999999998,740.966,740.966,6.583286220033718
304,2017-12-30,700.068,712.5780000000002,700.068,707.0979999999997,5.924660883140674
305,2017-12-31,736.8500000000001,739.9680000000002,735.4359999999998,737.4460000000001,10.689624121530803
306,2018-01-01,750.296,750.6039999999999,745.6419999999999,748.8839999999999,11.727217473566638
307,2018-01-02,859.4639999999998,862.9979999999998,856.6360000000002,858.012,6.917049344910908
308,2018-01-03,940.962,948.602,932.722,941.118,6.923072795088118
309,2018-01-04,947.196,958.412,947.196,949.014,4.783318595420058
310,2018-01-05,968.7,968.7,940.998,946.688,5.227211642711457
311,2018-01-06,1004.718,1004.9919999999996,1002.392,1003.242,6.283526684160041
312,2018-01-07,1110.808,1110.808,1089.908,1089.908,7.885482940834994
313,2018-01-08,1134.854,1146.21,1112.3200000000004,1123.784,6.397725463533216
314,2018-01-09,1292.236,1298.484,1273.966,1273.966,6.012508289964007
315,2018-01-10,1247.216,1247.216,1212.846,1242.3259999999998,5.583138708178969
316,2018-01-11,1138.0,1138.0,1113.5980000000004,1129.306,6.145064679105362
317,2018-01-12,1259.6839999999995,1259.7019999999998,1243.3780000000004,1243.3780000000004,7.772562368878966
318,2018-01-13,1382.28,1382.3239999999998,1368.568,1382.3239999999998,10.141513577906403
319,2018-01-14,1358.312,1369.1919999999998,1354.828,1354.828,3.901010529805588
320,2018-01-15,1271.696,1295.76,1269.288,1295.76,8.28778286862325
321,2018-01-16,1067.292,1076.0880000000002,1001.684,1025.192,6.396356784821117
322,2018-01-17,1019.962,1030.556,967.128,994.698,6.084080279876747
323,2018-01-18,1025.392,1033.706,1006.634,1017.542,7.044152590739136
324,2018-01-19,1037.516,1037.516,1019.972,1019.972,10.673029940520076
325,2018-01-20,1147.984,1153.9260000000002,1147.392,1153.9260000000002,12.465018322748472
326,2018-01-21,1043.062,1043.062,1016.856,1016.856,13.03678910309894
327,2018-01-22,997.824,999.44,977.428,986.992,10.891144777964474
328,2018-01-23,982.5400000000004,1003.328,979.89,1003.328,11.326916170394025
329,2018-01-24,1059.64,1059.64,1035.384,1035.414,11.295414594276313
330,2018-01-25,1044.9119999999998,1055.21,1040.888,1055.21,23.753777751645355
331,2018-01-26,1048.6280000000004,1048.6280000000004,1027.762,1027.762,9.767748832209689
332,2018-01-27,1105.106,1114.014,1092.048,1114.014,15.15555715681581
333,2018-01-28,1224.006,1226.582,1216.8739999999998,1225.388,13.302698309885187
334,2018-01-29,1165.0,1165.0,1148.986,1148.986,12.327066225448528
335,2018-01-30,1050.924,1066.068,1048.396,1066.068,11.474059038216856
336,2018-01-31,1100.2580000000005,1100.2580000000005,1092.338,1092.7099999999996,11.851558634682
337,2018-02-01,1023.24,1028.39,996.86,996.86,11.871348493781063
338,2018-02-02,913.814,920.732,910.65,910.65,8.785977236934892
339,2018-02-03,969.736,969.736,954.852,957.0,15.687608018919256
340,2018-02-04,824.1360000000002,845.2260000000001,824.1360000000002,845.2260000000001,19.19002408609159
341,2018-02-05,693.8739999999999,699.89,677.4939999999998,677.4939999999998,13.572120274636433
342,2018-02-06,790.076,796.2439999999999,771.8580000000001,771.8580000000001,10.94744520502917
343,2018-02-07,750.9699999999998,781.788,750.9699999999998,781.788,13.870611343586942
344,2018-02-08,813.0219999999998,813.0219999999998,804.3280000000002,808.18,26.820103601519943
345,2018-02-09,877.8800000000001,879.5020000000002,862.6020000000002,862.6020000000002,18.961534098829404
346,2018-02-10,851.9939999999999,855.3739999999999,850.7180000000002,855.3739999999999,16.914269119563038
347,2018-02-11,811.834,832.618,810.2120000000001,832.618,24.467070788646165
348,2018-02-12,865.0259999999997,873.058,864.2100000000003,869.048,20.969173870367666
349,2018-02-13,841.028,841.028,838.6020000000002,838.6020000000002,15.169579376161362
350,2018-02-14,921.222,923.028,917.444,922.568,20.019144979350628
351,2018-02-15,928.944,931.502,928.944,930.208,17.787242896275217
352,2018-02-16,945.304,948.731,945.304,947.303,22.48049429539754
353,2018-02-17,974.426,975.82,974.426,975.105,23.3310909550042
354,2018-02-18,925.04,926.614,921.564,926.444,23.589836426443583
355,2018-02-19,943.818,944.166,939.902,941.951,25.697836014912287
356,2018-02-20,895.371,905.443,892.954,902.188,22.00246819436397
357,2018-02-21,849.971,853.952,848.777,851.124,22.549697172575307
358,2018-02-22,812.845,817.738,812.845,816.107,17.277522797612505
359,2018-02-23,864.189,864.618,859.468,860.137,31.04833433290252
360,2018-02-24,840.515,841.652,836.851,837.661,33.6669317289788
361,2018-02-25,844.81,851.374,844.81,851.337,52.09102854789942
362,2018-02-26,869.315,873.11,869.315,873.11,39.84353711825504
363,2018-02-27,878.107,881.154,877.717,881.069,63.55649007124244
364,2018-02-28,855.199,862.561,855.124,862.561,63.094455830995535
365,2018-03-01,872.2,875.216,872.015,873.103,57.97854144446551
366,2018-03-02,856.853,861.599,854.621,861.322,63.30149008540502
367,2018-03-03,857.225,858.182,856.619,857.937,94.61496165382113
368,2018-03-04,866.678,866.678,862.298,862.298,91.4541098055652
369,2018-03-05,853.684,855.674,853.52,855.674,62.52631981776423
370,2018-03-06,816.951,820.956,812.445,820.956,50.29643439363001
371,2018-03-07,752.831,757.723,752.424,757.723,49.393610782073246
372,2018-03-08,704.596,704.596,697.03,697.03,58.695006013723
373,2018-03-09,728.916,729.156,713.027,713.832,54.06738776654671
374,2018-03-10,686.89,691.007,684.926,691.007,86.08569354873184
375,2018-03-11,723.339,725.752,719.494,725.752,90.16284329189548
376,2018-03-12,699.831,700.169,694.632,694.632,66.21615646056837
377,2018-03-13,690.827,692.438,690.29,690.38,36.04788159736325
378,2018-03-14,614.291,615.892,605.493,605.493,51.10029710070004
379,2018-03-15,611.304,614.2,611.304,613.443,52.301568231729
380,2018-03-16,601.666,612.491,601.451,611.689,70.95033886353426
